1396882586 0 0 0
1396971496 6 0 0
1397138260 320 0 0
1397609510 522 0 0
1397675711 630 0 0
1397765812 720 0 0
1397770184 1231 0 0
1398181904 1245 0 0
1398181920 1391 0 0
1398181950 1393 0 0
1398181957 1456 0 0
1398182196 1460 0 0
1398350228 1467 0 0
1398361637 1788 0 0
1398371112 1812 0 0
1398455847 1832 0 0
1398967537 1965 0 0
1398969203 1973 0 0
1399043717 2048 0 0
1399056964 2049 0 0
1399403037 2059 0 0
1399403054 2067 0 0
1399408916 2099 0 0
1399409976 2100 0 0
1399411184 2103 0 0
1399483588 2114 0 0
1399483631 2115 0 0
1401737045 2117 0 0
1401745053 2119 0 0
1405097220 2162 0 0
1405097580 2165 0 0
1405104946 2203 0 0
1405438457 2232 0 0
1405438642 2240 0 0
1405611932 2851 0 0
1405612042 2946 0 0
1405612269 2989 0 0
1405612505 2995 0 0
1405613269 3108 0 0
1405617139 3136 0 0
1405617208 3202 0 0
1405618409 3204 0 0
1405620377 3211 0 0
1405622059 3220 0 0
1405622150 3225 0 0
1405705259 3240 0 0
1405705534 3242 0 0
1406054190 3252 0 0
1406054227 3255 0 0
1406072435 3261 0 0
1406072481 3266 0 0
1406072755 3278 0 0
1406074727 3281 0 0
1406075500 3283 0 0
1406141542 3400 0 0
1406141855 3411 0 0
1406141935 3415 0 0
1406142185 3416 0 0
1406144077 3422 0 0
1406144648 3646 0 0
1406145989 4504 0 0
1406146026 4507 0 0
1406146042 4508 0 0
1406146061 4510 0 0
1406147018 4512 0 0
1406148114 4515 0 0
1406150188 4515 0 0
1406226464 4609 0 0
1406230538 4612 0 0
1406232419 4623 0 0
1406568817 4654 0 0
1406818724 5328 0 0
1407186127 5394 0 0
1407186233 5395 0 0
1407186923 5395 0 0
1407187265 5395 0 0
1407865590 5396 0 0
1407948953 5396 0 0
1408041509 5398 0 0
1408067554 5399 0 0
1408117399 5399 1 0
1408118167 5399 1 0
1408127419 5440 1 0
1408127519 5442 1 0
1412365476 5443 1 0
1412605328 5457 1 0
1414008283 5457 1 15
1414066914 5457 1 15
