1396882586 1 0 0
1396971496 2 0 0
1397138260 3 0 0
1397609510 4 0 0
1397675711 5 0 0
1397765812 6 0 0
1397770184 7 0 0
1398181904 8 0 0
1398181920 9 0 0
1398181950 10 0 0
1398181957 11 0 0
1398182196 12 0 0
1398350228 13 0 0
1398361637 14 0 0
1398371112 15 0 0
1398455847 16 0 0
1398967537 17 0 0
1398969203 18 0 0
1399043717 19 0 0
1399056964 20 0 0
1399403037 21 0 0
1399403054 22 0 0
1399408916 23 0 0
1399409976 24 0 0
1399411184 25 0 0
1399483588 26 0 0
1399483631 27 0 0
1401737045 28 0 0
1401745053 29 0 0
1405097220 30 0 0
1405097580 31 0 0
1405104946 32 0 0
1405438457 33 0 0
1405438642 34 0 0
1405611932 35 0 0
1405612042 36 0 0
1405612269 37 0 0
1405612505 38 0 0
1405613269 39 0 0
1405617139 40 0 0
1405617208 41 0 0
1405618409 42 0 0
1405620377 43 0 0
1405622059 44 0 0
1405622150 45 0 0
1405705259 46 0 0
1405705534 47 0 0
1406054190 48 0 0
1406054227 49 0 0
1406072435 50 0 0
1406072481 51 0 0
1406072755 52 0 0
1406074727 53 0 0
1406075500 54 0 0
1406141542 55 0 0
1406141855 56 0 0
1406141935 57 0 0
1406142185 58 0 0
1406144077 59 0 0
1406144648 60 0 0
1406145989 61 0 0
1406146026 62 0 0
1406146042 63 0 0
1406146061 64 0 0
1406147018 65 0 0
1406148114 66 0 0
1406150188 67 0 0
1406226464 68 0 0
1406230538 69 0 0
1406232419 70 0 0
1406568817 71 0 0
1406818724 72 0 0
1407186127 73 0 0
1407186233 74 0 0
1407186923 75 0 0
1407187265 76 0 0
1407865590 77 0 0
1407948953 78 0 0
1408041509 79 0 0
1408067554 80 0 0
1408117399 80 1 0
1408118167 81 1 0
1408127419 82 1 0
1408127519 83 1 0
1412365476 84 1 0
1412605328 85 1 0
1414008283 85 1 1
1414066914 86 1 1
