1392154889 1 0 0
1392155040 2 0 0
1392156242 3 0 0
1392156254 4 0 0
1392156762 5 0 0
1392160847 6 0 0
1392161066 7 0 0
1392161144 8 0 0
1392161372 9 0 0
1393879569 10 0 0
1394045894 11 0 0
1394132875 12 0 0
1394380789 13 0 0
1394381266 14 0 0
1394381507 15 0 0
1394381858 16 0 0
1394382058 17 0 0
1394474883 18 0 0
1394477454 19 0 0
1394477639 20 0 0
1394479496 21 0 0
1394557220 22 0 0
1394564809 23 0 0
1394566362 24 0 0
1394566390 25 0 0
1394570090 26 0 0
1394570135 27 0 0
1394576125 28 0 0
1394647487 29 0 0
1394647734 30 0 0
1394652687 31 0 0
1394652957 32 0 0
1394653702 33 0 0
1394658379 34 0 0
1394668833 35 0 0
1394716834 36 0 0
1394716856 37 0 0
1394719773 38 0 0
1394721140 39 0 0
1395157070 40 0 0
1395157178 41 0 0
1395157275 42 0 0
1395158263 43 0 0
1395158458 44 0 0
1395162079 45 0 0
1395162329 46 0 0
1395166552 47 0 0
1395166581 48 0 0
1395166638 49 0 0
1395166660 50 0 0
1395171178 51 0 0
1395171235 52 0 0
1395175313 53 0 0
1395175355 54 0 0
1395175381 55 0 0
1395175728 56 0 0
1395279150 58 0 0
1395279525 60 0 0
1395279891 61 0 0
1395280647 62 0 0
1395280711 63 0 0
1395280937 64 0 0
1395281356 65 0 0
1395281671 66 0 0
1395283471 67 0 0
1395283749 68 0 0
1395323121 69 0 0
1395323231 70 0 0
1395323840 71 0 0
1395425536 72 0 0
1395429168 73 0 0
1395429191 74 0 0
1395429215 75 0 0
1395430464 76 0 0
1395435042 77 0 0
1395435103 78 0 0
1395435832 79 0 0
1395435882 80 0 0
1395590895 81 0 0
1395591099 82 0 0
1395686476 83 0 0
1395687535 84 0 0
1395693920 85 0 0
1395693957 86 0 0
1395695073 87 0 0
1395753887 88 0 0
1395756295 89 0 0
1395756322 90 0 0
1395760740 91 0 0
1395778232 92 0 0
1395781891 93 0 0
1395787755 94 0 0
1395788587 95 0 0
1395788624 96 0 0
1395849780 97 0 0
1395850005 98 0 0
1395856768 99 0 0
1395856798 100 0 0
1395856824 101 0 0
1395861805 102 0 0
1395863257 103 0 0
1395868994 104 0 0
1395869014 105 0 0
1395945570 106 0 0
1395945594 107 0 0
1395945627 108 0 0
1395946161 109 0 0
1395946735 110 0 0
1396015389 111 0 0
1396015709 112 0 0
1396016635 113 0 0
1396016696 114 0 0
1396035364 115 0 0
1396036414 116 0 0
1396372072 117 0 0
1396407444 118 0 0
1396407471 119 0 0
1396490879 120 0 0
1396490951 121 0 0
1398178284 122 0 0
1398179392 123 0 0
1398350291 124 0 0
1399056888 125 0 0
1399056919 126 0 0
1399504794 127 0 0
1399504953 128 0 0
1401211127 129 0 0
1401211170 130 0 0
1401219581 131 0 0
1401220436 132 0 0
1401220908 133 0 0
1401297555 134 0 0
1401299582 135 0 0
1401389206 136 0 0
1401391040 137 0 0
1401394387 138 0 0
1401395372 139 0 0
1401397859 140 0 0
1401735023 141 0 0
1401737184 142 0 0
1401985174 143 0 0
1402419485 144 0 0
1402426865 145 0 0
1402426934 146 0 0
1402427185 147 0 0
1402427223 148 0 0
1402432801 149 0 0
1402432875 150 0 0
1402437873 151 0 0
1402536545 152 0 0
1402768318 153 0 0
1402768496 154 0 0
1402838786 155 0 0
1402850366 156 0 0
1402857135 157 0 0
1402857219 158 0 0
1402863285 159 0 0
1402863666 160 0 0
1402966166 161 0 0
1403059048 162 0 0
1403063058 163 0 0
1403098946 164 0 0
1403137380 165 0 0
1404322833 166 0 0
1404323061 167 0 0
1404326744 168 0 0
1404330264 169 0 0
1404400100 170 0 0
1404400399 171 0 0
1404410091 171 1 0
1404411456 172 1 0
1404482716 173 1 0
1404482735 174 1 0
1404482773 175 1 0
1404581334 176 1 0
1404661126 177 1 0
1404663858 178 1 0
1404664246 179 1 0
1404664532 180 1 0
1404668162 181 1 0
1404676357 182 1 0
1404677502 183 1 0
1404834820 184 1 0
1404837902 185 1 0
1404921664 185 2 0
1404922915 185 3 0
1404923227 185 4 0
1404924889 186 4 0
1405097778 187 4 0
1405441725 188 4 0
1405453601 189 4 0
1405453978 190 4 0
1405459145 191 4 0
1405461209 192 4 0
1405461725 193 4 0
1405462674 194 4 0
1405520707 195 4 0
1405524747 196 4 0
1405528411 197 4 0
1405530572 198 4 0
1405545375 199 4 0
1405549270 200 4 0
1405619246 201 4 0
1405622275 202 4 0
1405623333 203 4 0
1405707321 205 4 0
1406040733 206 4 0
1406040780 207 4 0
1406146211 208 4 0
1406151405 209 4 0
1406151909 210 4 0
1406153441 211 4 0
1406153760 212 4 0
1406154107 213 4 0
1406154486 214 4 0
1406213190 215 4 0
